komisi,bidang,lokasi_ID,ID_SKPD,kode_SKPD,nama_SKPD, nilai_anggaran , nilai_SP2D ,persen_SP2D, nilai_SPJ ,persen_SPJ,persen_rencana,persen_pelaksanaan
1,1,40000,207,1.20.190,Kota Administrasi Jakarta Selatan," 96,254,507,938 "," 43,158,720,964 ",44.84%," 37,555,023,454 ",39.02%,84.75%,73.81%
1,1,40000,208,1.06.005,Kantor Perencanaan Pembangunan - JAKSEL," 5,103,171,500 "," 3,851,859,500 ",75.48%," 2,453,330,116 ",48.07%,89.42%,77.66%
1,1,40000,209,1.20.188,Inspektorat Pembantu - JAKSEL," 4,189,000,000 "," 3,793,357,500 ",90.56%," 2,151,228,950 ",51.35%,12.19%,22.54%
1,1,40000,210,1.19.005,Kantor Kesatuan Bangsa dan Politik - JAKSEL," 11,560,000,000 "," 11,518,186,500 ",99.64%," 6,927,410,950 ",59.93%,56.84%,55.95%
4,4,40000,211,1.08.015,Kantor Lingkungan Hidup - JAKSEL," 5,190,000,000 "," 4,501,305,350 ",86.73%," 3,444,786,493 ",66.37%,91.63%,77.95%
5,3,40000,212,1.22.005,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKSEL," 8,104,822,500 "," 8,104,822,500 ",100.00%," 4,229,607,298 ",52.19%,57.65%,40.92%
1,1,40000,213,1.20.267,Satpol PP - JAKSEL," 30,777,360,000 "," 24,206,951,410 ",78.65%," 20,527,774,335 ",66.70%,24.00%,75.19%
1,1,40000,214,1.10.005,Sudin Kependudukan dan Catatan Sipil - JAKSEL," 7,114,669,040 "," 5,905,870,772 ",83.01%," 3,126,671,892 ",43.95%,85.93%,74.88%
1,1,40000,215,1.20.268,Sudin Pemadam Kebakaran dan Penanggulangan Bencana - JAKSEL," 37,625,473,900 "," 18,964,732,566 ",50.40%," 17,527,583,535 ",46.58%,91.47%,50.54%
2,2,40000,217,1.15.006,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKSEL"," 3,092,000,000 "," 2,116,490,000 ",68.45%," 1,587,501,080 ",51.34%,94.92%,90.13%
2,2,40000,219,2.05.012,Sudin Peternakan dan Perikanan - JAKSEL," 6,629,800,000 "," 5,878,294,393 ",88.66%," 5,548,935,518 ",83.70%,65.62%,95.65%
2,2,40000,220,1.21.011,Sudin Pertanian dan Kehutanan - JAKSEL," 13,262,000,000 "," 4,828,582,213 ",36.41%," 4,079,181,813 ",30.76%,42.98%,43.96%
2,2,40000,221,1.17.031,Sudin Pariwisata - JAKSEL," 3,670,000,000 "," 3,149,902,000 ",85.83%," 3,003,689,781 ",81.84%,96.24%,97.36%
3,2,40000,222,1.20.266,Sudin Pelayanan Pajak I - JAKSEL," 1,180,000,000 "," 1,180,000,000 ",100.00%," 744,474,597 ",63.09%,97.08%,95.67%
3,2,40000,223,1.20.377,Sudin Pelayanan Pajak II - JAKSEL," 1,255,000,000 "," 1,255,000,000 ",100.00%," 875,109,643 ",69.73%,88.67%,74.25%
4,4,40000,224,1.03.008,Sudin PU. I ( Jalan dan Jembatan ) - JAKSEL," 137,310,050,250 "," 50,997,974,225 ",37.14%," 48,072,308,409 ",35.01%,29.69%,19.10%
4,4,40000,225,1.03.009,Sudin PU. II ( Tata Air ) - JAKSEL," 133,541,571,482 "," 58,153,479,613 ",43.55%," 49,383,773,913 ",36.98%,48.81%,45.29%
4,4,40000,228,1.05.009,Sudin Pengawasan dan Penertiban Bangunan - JAKSEL," 3,034,000,000 "," 3,008,093,000 ",99.15%," 2,477,981,450 ",81.67%,90.85%,91.42%
4,4,40000,229,1.08.024,Sudin Pertamanan - JAKSEL," 33,514,700,000 "," 13,199,170,300 ",39.38%," 9,497,344,272 ",28.34%,52.52%,42.61%
2,2,40000,231,1.07.014,Sudin Perhubungan - JAKSEL," 11,655,000,000 "," 5,691,522,319 ",48.83%," 5,133,874,294 ",44.05%,97.28%,87.18%
4,4,40000,232,1.08.016,Sudin Kebersihan - JAKSEL," 61,951,467,132 "," 42,342,792,804 ",68.35%," 36,759,867,817 ",59.34%,18.09%,60.06%
5,3,40000,233,1.01.018,Sudin Pendidikan Dasar - JAKSEL," 585,798,416,664 "," 323,018,926,975 ",55.14%," 287,012,769,664 ",49.00%,73.07%,30.61%
5,3,40000,234,1.01.024,Sudin Pendidikan Menengah - JAKSEL," 561,352,636,855 "," 376,750,353,075 ",67.11%," 314,904,522,226 ",56.10%,66.38%,55.77%
5,3,40000,236,1.02.038,BLUD Puskesmas Kec. Kebayoran Lama - JAKSEL," 16,089,333,300 "," 10,922,079,127 ",67.88%," 8,214,840,427 ",51.06%,85.47%,83.29%
5,3,40000,237,1.02.039,BLUD Puskesmas Kec. Pesanggrahan - JAKSEL," 12,663,115,022 "," 10,086,211,435 ",79.65%," 8,385,110,135 ",66.22%,85.84%,82.53%
5,3,40000,238,1.02.040,BLUD Puskesmas Kec. Pasar Minggu - JAKSEL," 13,866,955,714 "," 9,907,100,032 ",71.44%," 6,707,830,830 ",48.37%,81.87%,57.35%
5,3,40000,239,1.02.041,BLUD Puskesmas Kec. Jagakarsa - JAKSEL," 13,485,394,610 "," 9,569,423,731 ",70.96%," 7,103,268,691 ",52.67%,88.23%,50.12%
5,3,40000,240,1.02.042,BLUD Puskesmas Kec. Mampang Prapatan - JAKSEL," 15,855,866,000 "," 10,668,584,430 ",67.28%," 8,812,303,430 ",55.58%,90.83%,62.36%
5,3,40000,241,1.02.043,BLUD Puskesmas Kec. Pancoran - JAKSEL," 13,550,482,536 "," 10,355,078,118 ",76.42%," 8,171,265,423 ",60.30%,92.17%,68.50%
5,3,40000,242,1.02.044,BLUD Puskesmas Kec. Kebayoran Baru - JAKSEL," 13,482,305,402 "," 8,990,466,887 ",66.68%," 7,862,246,356 ",58.32%,92.07%,87.21%
5,3,40000,243,1.02.045,BLUD Puskesmas Kec. Setiabudi - JAKSEL," 10,049,084,730 "," 7,865,260,384 ",78.27%," 6,433,664,270 ",64.02%,89.73%,88.00%
5,3,40000,244,1.02.046,BLUD Puskesmas Kec. Tebet - JAKSEL," 17,254,309,000 "," 12,053,819,662 ",69.86%," 9,083,591,862 ",52.65%,97.60%,62.06%
5,3,40000,245,1.02.047,BLUD Puskesmas Kec. Cilandak - JAKSEL," 12,457,210,675 "," 10,075,690,198 ",80.88%," 6,957,899,449 ",55.85%,91.78%,70.25%
5,3,40000,247,1.13.030,Sudin Sosial - JAKSEL," 16,321,412,480 "," 15,581,904,950 ",95.47%," 10,159,184,709 ",62.24%,68.98%,66.87%
5,3,40000,248,1.18.014,Sudin Pemuda dan Olah Raga - JAKSEL," 26,527,307,000 "," 16,471,026,683 ",62.09%," 14,208,016,518 ",53.56%,87.54%,52.68%
2,2,40000,249,1.17.032,Sudin Kebudayaan - JAKSEL," 12,062,000,000 "," 11,240,068,459 ",93.19%," 9,663,726,159 ",80.12%,81.10%,45.27%
2,2,40000,250,1.14.015,Sudin Tenaga Kerja dan Transmigrasi - JAKSEL," 6,719,000,000 "," 5,250,655,830 ",78.15%," 2,939,185,130 ",43.74%,47.11%,37.36%
1,1,40000,251,1.25.005,"Sudin Komunikasi, Informatika dan Kehumasan - JAKSEL"," 6,232,000,000 "," 4,656,603,000 ",74.72%," 3,208,524,375 ",51.48%,65.37%,25.47%
4,4,40000,253,1.05.017,Sudin Perizinan Bangunan - JAKSEL," 1,170,000,000 "," 794,715,000 ",67.92%," 555,640,100 ",47.49%,92.35%,88.93%
4,4,40000,254,1.08.014,Sudin Pemakaman - JAKSEL," 14,680,156,825 "," 7,425,922,418 ",50.58%," 6,637,690,966 ",45.22%,57.08%,39.72%
5,3,40000,255,1.26.005,Kantor Perpustakaan dan Arsip Daerah - JAKSEL," 6,705,320,000 "," 4,448,976,446 ",66.35%," 2,943,957,685 ",43.90%,89.92%,71.67%
5,3,40000,347,1.18.001,Gelanggang Remaja Jakarta Selatan," 24,084,450,726 "," 22,357,850,670 ",92.83%," 15,752,166,662 ",65.40%,64.47%,73.31%
5,3,40000,750,1.12.004,Kantor Keluarga Berencana - JAKSEL," 6,305,500,000 "," 5,342,106,066 ",84.72%," 4,750,822,147 ",75.34%,74.72%,48.00%
5,3,40000,1010,1.02.037,Sudin Kesehatan - JAKSEL," 50,073,737,868 "," 19,205,489,042 ",38.35%," 14,673,228,970 ",29.30%,88.90%,40.69%
4,4,40000,1016,1.04.005,"Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL"," 71,715,695,764 "," 26,846,715,306 ",37.43%," 24,785,041,740 ",34.56%,77.39%,39.23%
4,4,40000,1022,1.05.010,Sudin Tata Ruang dan Pertanahan - JAKSEL," 2,475,000,000 "," 2,141,021,993 ",86.51%," 1,736,318,293 ",70.15%,98.03%,88.69%
1,1,40000,1041,1.20.370,Kantor Kepegawaian - JAKSEL," 3,000,000,000 "," 2,550,201,500 ",85.01%," 1,405,745,400 ",46.86%,42.36%,58.24%
2,2,40000,1057,2.07.009,Sudin Perindustrian dan Energi - JAKSEL," 21,218,801,566 "," 13,994,280,855 ",65.95%," 12,705,415,686 ",59.88%,83.18%,71.10%
3,2,40000,1105,1.20.385,Unit Perbendaharaan dan Pelayanan Kas Jakarta Selatan," 2,700,000,000 "," 2,321,037,810 ",85.96%," 1,548,470,390 ",57.35%,36.81%,10.74%
1,1,40100,543,1.20.191,Kecamatan Kebayoran Lama - JAKSEL," 3,959,000,000 "," 2,857,985,461 ",72.19%," 2,563,959,571 ",64.76%,86.80%,71.73%
1,1,40101,545,1.20.192,Kelurahan Kebayoran Lama Utara - JAKSEL," 4,198,457,000 "," 3,154,771,385 ",75.14%," 2,643,921,785 ",62.97%,28.59%,30.54%
1,1,40102,546,1.20.193,Kelurahan Kebayoran Lama Selatan - JAKSEL," 4,594,335,000 "," 3,188,433,955 ",69.40%," 2,711,375,105 ",59.02%,98.92%,98.79%
1,1,40103,544,1.20.194,Kelurahan Pondok Pinang - JAKSEL," 5,834,817,550 "," 4,457,502,371 ",76.39%," 3,859,938,254 ",66.15%,13.76%,37.42%
1,1,40104,547,1.20.195,Kelurahan Cipulir - JAKSEL," 4,618,874,000 "," 3,043,981,300 ",65.90%," 1,900,225,421 ",41.14%,73.69%,8.86%
1,1,40105,548,1.20.196,Kelurahan Grogol Selatan - JAKSEL," 4,165,637,750 "," 3,071,079,807 ",73.72%," 2,705,989,057 ",64.96%,29.79%,61.17%
1,1,40106,549,1.20.197,Kelurahan Grogol Utara - JAKSEL," 5,297,982,000 "," 3,898,452,058 ",73.58%," 3,541,201,843 ",66.84%,82.15%,2.90%
1,1,40200,550,1.20.198,Kecamatan Pesanggrahan - JAKSEL," 3,416,250,000 "," 2,750,258,716 ",80.51%," 2,423,374,486 ",70.94%,95.12%,86.09%
1,1,40201,552,1.20.199,Kelurahan Pesanggrahan - JAKSEL," 3,317,633,000 "," 2,596,129,447 ",78.25%," 2,309,727,964 ",69.62%,63.72%,68.58%
1,1,40202,553,1.20.200,Kelurahan Petukangan Selatan - JAKSEL," 3,562,038,000 "," 2,256,230,818 ",63.34%," 2,195,975,173 ",61.65%,12.56%,7.86%
1,1,40203,554,1.20.201,Kelurahan Petukangan Utara - JAKSEL," 4,578,064,000 "," 3,804,535,538 ",83.10%," 3,044,725,153 ",66.51%,77.33%,5.50%
1,1,40204,555,1.20.202,Kelurahan Ulujami - JAKSEL," 3,758,416,000 "," 3,297,548,700 ",87.74%," 2,752,861,415 ",73.25%,8.75%,17.88%
1,1,40205,551,1.20.203,Kelurahan Bintaro - JAKSEL," 5,003,577,000 "," 3,587,976,747 ",71.71%," 1,973,121,547 ",39.43%,13.34%,3.48%
1,1,40300,556,1.20.204,Kecamatan Pasar Minggu - JAKSEL," 3,987,000,000 "," 2,695,661,848 ",67.61%," 2,292,841,304 ",57.51%,76.95%,69.70%
1,1,40301,557,1.20.205,Kelurahan Pasar Minggu - JAKSEL," 3,892,568,000 "," 3,155,149,343 ",81.06%," 2,748,185,089 ",70.60%,70.60%,32.21%
1,1,40302,559,1.20.206,Kelurahan Jati Padang - JAKSEL," 3,837,938,600 "," 3,099,689,650 ",80.76%," 2,113,735,370 ",55.07%,84.43%,78.93%
1,1,40303,560,1.20.207,Kelurahan Ragunan - JAKSEL," 4,179,037,000 "," 3,116,682,210 ",74.58%," 2,727,109,425 ",65.26%,61.20%,58.98%
1,1,40304,561,1.20.208,Kelurahan Cilandak Timur - JAKSEL," 3,322,010,000 "," 2,665,847,506 ",80.25%," 2,321,062,806 ",69.87%,54.43%,39.15%
1,1,40305,558,1.20.209,Kelurahan Kebagusan - JAKSEL," 3,453,440,000 "," 2,610,256,264 ",75.58%," 2,363,475,477 ",68.44%,0.00%,
1,1,40306,562,1.20.210,Kelurahan Pejaten Barat - JAKSEL," 3,693,247,000 "," 3,008,647,925 ",81.46%," 2,759,956,255 ",74.73%,71.75%,58.36%
1,1,40307,563,1.20.211,Kelurahan Pejaten Timur - JAKSEL," 4,787,412,000 "," 3,646,199,099 ",76.16%," 2,830,205,040 ",59.12%,25.97%,29.26%
1,1,40400,564,1.20.212,Kecamatan Jagakarsa - JAKSEL," 4,840,000,000 "," 2,134,707,813 ",44.11%," 1,942,876,993 ",40.14%,51.66%,32.09%
1,1,40401,567,1.20.213,Kelurahan Jagakarsa - JAKSEL," 3,384,365,250 "," 2,788,286,158 ",82.39%," 2,503,820,988 ",73.98%,8.90%,16.92%
1,1,40402,565,1.20.214,Kelurahan Ciganjur - JAKSEL," 3,117,794,000 "," 2,409,298,721 ",77.28%," 1,864,267,771 ",59.79%,34.27%,0.05%
1,1,40403,566,1.20.215,Kelurahan Srengseng Sawah - JAKSEL," 5,481,034,000 "," 4,015,831,224 ",73.27%," 3,996,442,989 ",72.91%,21.22%,32.92%
1,1,40404,568,1.20.216,Kelurahan Lenteng Agung - JAKSEL," 4,113,333,000 "," 3,601,844,310 ",87.57%," 3,365,116,165 ",81.81%,47.11%,25.67%
1,1,40405,569,1.20.217,Kelurahan Tanjung Barat - JAKSEL," 3,094,445,000 "," 2,639,600,789 ",85.30%," 2,079,982,848 ",67.22%,76.09%,59.81%
1,1,40406,570,1.20.218,Kelurahan Cipedak - JAKSEL," 3,210,981,000 "," 2,889,839,573 ",90.00%," 2,312,816,364 ",72.03%,35.45%,92.82%
1,1,40500,578,1.20.219,Kecamatan Mampang Prapatan - JAKSEL," 3,785,000,000 "," 1,951,287,317 ",51.55%," 1,527,291,717 ",40.35%,87.93%,6.96%
1,1,40501,580,1.20.220,Kelurahan Tegal Parang - JAKSEL," 3,437,528,000 "," 2,979,745,946 ",86.68%," 2,947,820,156 ",85.75%,61.72%,5.58%
1,1,40502,582,1.20.221,Kelurahan Mampang Prapatan - JAKSEL," 3,533,616,000 "," 3,032,382,383 ",85.82%," 2,687,430,983 ",76.05%,37.37%,40.89%
1,1,40503,581,1.20.222,Kelurahan Pela Mampang - JAKSEL," 5,107,247,500 "," 3,810,848,898 ",74.62%," 3,390,083,286 ",66.38%,65.82%,41.37%
1,1,40504,583,1.20.223,Kelurahan Kuningan Barat - JAKSEL," 2,925,642,000 "," 2,838,774,615 ",97.03%," 2,577,407,565 ",88.10%,43.35%,63.59%
1,1,40505,579,1.20.224,Kelurahan Bangka - JAKSEL," 3,173,483,750 "," 1,787,638,499 ",56.33%," 1,670,940,679 ",52.65%,64.88%,48.15%
1,1,40600,571,1.20.225,Kecamatan Pancoran - JAKSEL," 3,437,000,000 "," 2,062,037,128 ",60.00%," 1,607,192,058 ",46.76%,35.94%,34.76%
1,1,40601,577,1.20.226,Kelurahan Pancoran - JAKSEL," 3,160,472,000 "," 2,612,753,518 ",82.67%," 1,970,778,075 ",62.36%,75.19%,0.51%
1,1,40602,574,1.20.227,Kelurahan Duren Tiga - JAKSEL," 3,232,795,000 "," 2,822,459,202 ",87.31%," 1,989,451,944 ",61.54%,85.53%,
1,1,40603,572,1.20.228,Kelurahan Kalibata - JAKSEL," 4,299,877,000 "," 3,205,414,839 ",74.55%," 2,857,150,389 ",66.45%,10.32%,2.08%
1,1,40604,573,1.20.229,Kelurahan Rawa Jati - JAKSEL," 3,252,985,000 "," 2,931,112,817 ",90.11%," 2,266,395,076 ",69.67%,78.59%,72.45%
1,1,40605,575,1.20.230,Kelurahan Pangadegan - JAKSEL," 3,539,508,000 "," 2,944,001,917 ",83.18%," 2,294,697,616 ",64.83%,83.29%,32.63%
1,1,40606,576,1.20.231,Kelurahan Cikoko - JAKSEL," 2,549,162,500 "," 2,144,696,540 ",84.13%," 1,891,547,040 ",74.20%,85.37%,
1,1,40700,584,1.20.232,Kecamatan Kebayoran Baru - JAKSEL," 3,999,000,000 "," 1,940,733,337 ",48.53%," 1,802,675,687 ",45.08%,49.08%,13.92%
1,1,40701,585,1.20.233,Kelurahan Gandaria Utara - JAKSEL," 5,196,199,000 "," 4,176,687,003 ",80.38%," 3,850,011,733 ",74.09%,91.34%,52.87%
1,1,40702,586,1.20.234,Kelurahan Cipete Utara - JAKSEL," 4,271,356,000 "," 3,156,743,187 ",73.90%," 2,052,359,412 ",48.05%,74.23%,6.62%
1,1,40703,587,1.20.235,Kelurahan Pulo - JAKSEL," 2,682,160,000 "," 1,990,765,071 ",74.22%," 1,883,087,565 ",70.21%,84.93%,30.49%
1,1,40704,588,1.20.236,Kelurahan Petogogan - JAKSEL," 3,473,147,000 "," 2,518,370,015 ",72.51%," 1,715,011,815 ",49.38%,97.14%,
1,1,40705,589,1.20.237,Kelurahan Melawai - JAKSEL," 2,195,880,100 "," 1,577,634,930 ",71.85%," 1,487,059,530 ",67.72%,75.02%,83.13%
1,1,40706,590,1.20.238,Kelurahan Kramat Pela - JAKSEL," 3,608,741,000 "," 2,701,470,848 ",74.86%," 2,554,313,438 ",70.78%,83.70%,54.29%
1,1,40707,591,1.20.239,Kelurahan Gunung - JAKSEL," 3,045,418,000 "," 2,275,602,520 ",74.72%," 2,228,680,720 ",73.18%,25.89%,9.20%
1,1,40708,592,1.20.240,Kelurahan Selong - JAKSEL," 2,334,889,000 "," 1,559,134,494 ",66.78%," 1,528,663,629 ",65.47%,77.26%,39.82%
1,1,40709,593,1.20.241,Kelurahan Rawa Barat - JAKSEL," 2,700,932,000 "," 2,039,674,858 ",75.52%," 1,552,949,458 ",57.50%,49.22%,33.00%
1,1,40710,594,1.20.242,Kelurahan Senayan - JAKSEL," 2,048,427,000 "," 1,111,484,382 ",54.26%," 1,043,945,632 ",50.96%,27.95%,43.01%
1,1,40800,595,1.20.243,Kecamatan Setiabudi - JAKSEL," 3,893,400,000 "," 2,475,547,584 ",63.58%," 1,657,117,084 ",42.56%,0.00%,
1,1,40801,596,1.20.244,Kelurahan Karet Semanggi - JAKSEL," 2,047,450,000 "," 1,449,858,656 ",70.81%," 1,316,021,672 ",64.28%,75.93%,21.72%
1,1,40802,597,1.20.245,Kelurahan Kuningan Timur - JAKSEL," 2,460,973,725 "," 1,684,332,966 ",68.44%," 1,258,539,053 ",51.14%,88.10%,36.31%
1,1,40803,598,1.20.246,Kelurahan Karet Kuningan - JAKSEL," 3,130,676,500 "," 1,925,406,881 ",61.50%," 1,264,849,751 ",40.40%,86.46%,30.53%
1,1,40804,599,1.20.247,Kelurahan Karet - JAKSEL," 3,078,769,000 "," 2,390,135,456 ",77.63%," 2,007,665,356 ",65.21%,15.96%,15.58%
1,1,40805,600,1.20.248,Kelurahan Menteng Atas - JAKSEL," 4,099,443,000 "," 3,202,898,969 ",78.13%," 3,030,847,944 ",73.93%,87.26%,59.71%
1,1,40806,601,1.20.249,Kelurahan Pasar Manggis - JAKSEL," 4,482,550,000 "," 3,435,029,947 ",76.63%," 2,801,719,676 ",62.50%,61.15%,79.73%
1,1,40807,602,1.20.250,Kelurahan Guntur - JAKSEL," 2,022,788,000 "," 1,486,836,521 ",73.50%," 1,459,319,286 ",72.14%,50.46%,26.24%
1,1,40808,603,1.20.251,Kelurahan Setiabudi - JAKSEL," 2,008,353,000 "," 1,623,259,173 ",80.83%," 1,359,437,444 ",67.69%,80.21%,78.01%
1,1,40900,604,1.20.252,Kecamatan Tebet - JAKSEL," 4,175,000,000 "," 2,491,955,758 ",59.69%," 2,472,888,958 ",59.23%,8.16%,7.45%
1,1,40901,605,1.20.253,Kelurahan Menteng Dalam - JAKSEL," 4,311,846,000 "," 3,821,811,869 ",88.64%," 3,062,758,469 ",71.03%,68.74%,65.88%
1,1,40902,606,1.20.254,Kelurahan Tebet Barat - JAKSEL," 3,604,066,000 "," 3,143,493,521 ",87.22%," 2,811,110,521 ",78.00%,14.64%,25.54%
1,1,40903,607,1.20.255,Kelurahan Tebet Timur - JAKSEL," 3,947,013,000 "," 2,848,724,555 ",72.17%," 1,733,185,550 ",43.91%,66.25%,35.83%
1,1,40904,608,1.20.256,Kelurahan Kebon Baru - JAKSEL," 4,993,225,000 "," 3,979,497,955 ",79.70%," 1,671,374,055 ",33.47%,28.22%,43.68%
1,1,40905,609,1.20.257,Kelurahan Bukit Duri - JAKSEL," 4,881,647,000 "," 4,064,950,538 ",83.27%," 3,788,332,793 ",77.60%,69.92%,49.79%
1,1,40906,610,1.20.258,Kelurahan Manggarai Selatan - JAKSEL," 4,330,088,000 "," 4,263,170,735 ",98.45%," 3,415,547,035 ",78.88%,19.28%,23.79%
1,1,40907,611,1.20.259,Kelurahan Manggarai - JAKSEL," 4,858,142,000 "," 3,862,594,152 ",79.51%," 3,752,281,610 ",77.24%,66.11%,2.60%
1,1,41000,612,1.20.363,Kecamatan Cilandak - JAKSEL," 3,407,000,000 "," 2,522,707,236 ",74.04%," 2,105,244,461 ",61.79%,71.15%,4.97%
1,1,41001,613,1.20.364,Kelurahan Lebak Bulus - JAKSEL," 3,449,553,000 "," 2,663,049,269 ",77.20%," 2,654,950,100 ",76.97%,73.39%,39.71%
1,1,41002,614,1.20.262,Kelurahan Pondok Labu - JAKSEL," 4,125,687,000 "," 2,916,943,287 ",70.70%," 1,618,390,836 ",39.23%,51.70%,13.59%
1,1,41003,615,1.20.263,Kelurahan Cilandak Barat - JAKSEL," 4,857,323,000 "," 3,794,082,511 ",78.11%," 3,656,871,941 ",75.29%,74.82%,45.06%
1,1,41004,616,1.20.264,Kelurahan Gandaria Selatan - JAKSEL," 3,241,456,500 "," 2,594,239,315 ",80.03%," 2,242,642,904 ",69.19%,61.76%,45.43%
1,1,41005,617,1.20.265,Kelurahan Cipete Selatan - JAKSEL," 3,191,985,000 "," 2,915,990,448 ",91.35%," 2,633,016,159 ",82.49%,4.39%,0.09%
1,1,50000,256,1.20.269,Kota Administrasi Jakarta Timur," 134,985,593,265 "," 60,960,429,010 ",45.16%," 53,708,818,871 ",39.79%,49.50%,45.31%
1,1,50000,257,1.06.006,Kantor Perencanaan Pembangunan - JAKTIM," 5,600,000,000 "," 4,323,375,000 ",77.20%," 3,489,239,975 ",62.31%,80.61%,54.54%
1,1,50000,258,1.20.348,Inspektorat Pembantu - JAKTIM," 4,439,400,000 "," 4,439,400,000 ",100.00%," 2,397,060,900 ",54.00%,3.15%,41.10%
1,1,50000,259,1.19.006,Kantor Kesatuan Bangsa dan Politik - JAKTIM," 10,615,000,000 "," 6,732,495,000 ",63.42%," 4,898,965,000 ",46.15%,56.37%,58.75%
4,4,50000,260,1.08.018,Kantor Lingkungan Hidup - JAKTIM," 5,416,000,000 "," 4,656,786,300 ",85.98%," 3,871,083,872 ",71.47%,92.25%,54.41%
5,3,50000,261,1.22.006,Kantor Pemberdayaan Masyarakat dan Perempuan - JAKTIM," 9,258,327,000 "," 9,234,763,000 ",99.75%," 4,246,264,125 ",45.86%,68.49%,65.30%
1,1,50000,262,1.20.345,Satpol PP - JAKTIM," 32,246,350,000 "," 21,214,897,535 ",65.79%," 19,298,031,112 ",59.85%,14.53%,65.35%
1,1,50000,263,1.10.006,Sudin Kependudukan dan Catatan Sipil - JAKTIM," 7,346,000,000 "," 6,014,478,921 ",81.87%," 3,074,209,021 ",41.85%,91.14%,62.58%
1,1,50000,264,1.20.346,Sudin Pemadam Kebakaran dan Penanggulangan Bencana - JAKTIM," 26,265,371,600 "," 12,346,855,364 ",47.01%," 11,442,026,434 ",43.56%,95.01%,39.60%
2,2,50000,266,1.15.007,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKTIM"," 4,230,000,000 "," 3,994,634,745 ",94.44%," 3,461,923,645 ",81.84%,92.51%,78.52%
2,2,50000,268,2.05.013,Sudin Peternakan dan Perikanan - JAKTIM," 5,653,240,000 "," 4,659,837,761 ",82.43%," 3,620,823,791 ",64.05%,70.78%,82.25%
2,2,50000,269,1.21.012,Sudin Pertanian dan Kehutanan - JAKTIM," 86,495,296,000 "," 42,883,642,723 ",49.58%," 39,939,422,656 ",46.18%,59.20%,50.19%
2,2,50000,270,1.17.029,Sudin Pariwisata - JAKTIM," 2,795,000,000 "," 2,773,467,000 ",99.23%," 2,537,735,845 ",90.80%,84.76%,87.89%
3,2,50000,271,1.20.347,Sudin Pelayanan Pajak I - JAKTIM," 1,105,000,000 "," 1,005,000,000 ",90.95%," 401,617,490 ",36.35%,77.65%,59.62%
4,4,50000,272,1.03.010,Sudin PU Jalan - JAKTIM," 131,163,453,356 "," 70,778,031,201 ",53.96%," 43,723,659,210 ",33.34%,57.94%,30.64%
4,4,50000,273,1.03.011,Sudin PU Tata Air - JAKTIM," 116,679,593,211 "," 51,731,100,023 ",44.34%," 41,440,811,893 ",35.52%,91.39%,30.16%
4,4,50000,276,1.05.011,Sudin Pengawasan dan Penertiban Bangunan - JAKTIM," 3,450,000,000 "," 2,491,296,515 ",72.21%," 1,470,530,260 ",42.62%,89.06%,70.18%
4,4,50000,277,1.08.025,Sudin Pertamanan - JAKTIM," 67,421,976,940 "," 25,554,302,371 ",37.90%," 24,722,155,601 ",36.67%,87.07%,46.91%
2,2,50000,279,1.07.015,Sudin Perhubungan - JAKTIM," 19,994,730,063 "," 9,471,695,804 ",47.37%," 8,023,553,631 ",40.13%,81.62%,70.77%
4,4,50000,280,1.08.019,Sudin Kebersihan - JAKTIM," 98,050,358,744 "," 55,746,855,950 ",56.86%," 43,967,304,333 ",44.84%,76.72%,12.96%
5,3,50000,281,1.01.013,Sudin Pendidikan Dasar - JAKTIM," 719,387,658,390 "," 337,596,432,033 ",46.93%," 266,328,979,123 ",37.02%,74.73%,20.11%
5,3,50000,282,1.01.025,Sudin Pendidikan Menengah   - JAKTIM," 736,336,391,300 "," 247,415,667,996 ",33.60%," 219,684,704,897 ",29.83%,0.00%,
5,3,50000,284,1.02.058,BLUD Puskesmas Kec. CAKUNG - JAKTIM," 14,703,567,190 "," 10,317,528,926 ",70.17%," 8,714,793,260 ",59.27%,72.98%,63.47%
5,3,50000,285,1.02.049,BLUD Puskesmas Kec. Pasar Rebo - JAKTIM," 14,032,284,462 "," 9,665,673,094 ",68.88%," 7,698,689,377 ",54.86%,56.12%,58.95%
5,3,50000,286,1.02.050,BLUD Puskesmas Kec. Ciracas - JAKTIM," 16,832,061,440 "," 10,074,122,713 ",59.85%," 8,884,568,967 ",52.78%,54.98%,71.25%
5,3,50000,287,1.02.051,BLUD Puskesmas Kec. Cipayung - JAKTIM," 10,803,946,145 "," 6,590,232,153 ",61.00%," 5,462,139,277 ",50.56%,81.22%,61.33%
5,3,50000,288,1.02.052,BLUD Puskesmas Kec. Kramat Jati - JAKTIM," 16,614,585,900 "," 8,843,896,614 ",53.23%," 7,407,173,405 ",44.58%,83.52%,50.36%
5,3,50000,289,1.02.053,BLUD Puskesmas Kec. Makasar - JAKTIM," 13,147,174,000 "," 7,711,997,261 ",58.66%," 6,003,825,511 ",45.67%,95.52%,77.39%
