id_skpd,wilayah,komisi,bidang,kode_skpd,nama_skpd,jenis_belanja,keterangan_belanja,nilai_anggaran
1059,5,3,2,"1.20.378","Sudin Pelayanan Pajak II - JAKTIM","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1060,6,4,4,"1.05.013","Sudin Pengawasan dan Penertiban Bangunan Kab - Adm. Kep. Seribu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1061,6,5,3,"1.26.007","Kantor Perpustakaan dan Arsip Daerah - P. SERIBU","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1062,6,4,4,"1.05.019","Sudin Tata Ruang dan Pertanahan - Kep. Seribu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1063,6,4,4,"1.04.007","Sudin Perumahan, Permukiman dan Gedung Pemda - Kep. Seribu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1064,6,2,2,"1.15.008","Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - Kep.Seribu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1065,6,1,1,"1.25.007","Sudin Komunikasi, Informatika dan Kehumasan - Kep.Seribu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1066,6,5,3,"1.02.062","RSUD Kep.Seribu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1067,0,2,2,"1.17.033","UPT PENATAAN DAN PENGEMBANGAN KAWASAN KOTA TUA","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1068,0,2,2,"2.03.001","UPT Kelistrikan - Kep. Seribu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1069,0,2,2,"1.15.009","UPT Dana Bergulir","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1101,0,3,2,"1.20.381","Unit Perbendaharaan dan Pelayanan Kas Balaikota","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1102,1,3,2,"1.20.382","Unit Perbendaharaan dan Pelayanan Kas Jakarta Pusat","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1103,2,3,2,"1.20.383","Unit Perbendaharaan dan Pelayanan Kas Jakarta Utara","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1104,3,3,2,"1.20.384","Unit Perbendaharaan dan Pelayanan Kas Jakarta Barat","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1105,4,3,2,"1.20.385","Unit Perbendaharaan dan Pelayanan Kas Jakarta Selatan","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1106,5,3,2,"1.20.386","Unit Perbendaharaan dan Pelayanan Kas Jakarta Timur","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1107,0,3,2,"1.20.380","Pejabat Pengelola Keuangan Daerah","Anggaran Belanja Tidak Langsung","Hibah Bantuan",3.571e+12
1108,0,3,2,"1.20.387","UPT Mobilisasi dan Pemeliharaan Aset","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1109,0,3,2,"1.20.388","UPT Pusat Penyimpanan Barang Daerah","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1110,0,5,3,"1.18.017","Gelanggang Olahraga Ciracas Jakarta Timur","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1111,0,5,3,"1.18.018","Gelanggang Olahraga Cendrawasih","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1112,0,5,3,"1.22.008","UPT Pusdiklat KB dan Kesetaraan Gender","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1113,0,5,3,"1.13.032","PSTW Usada Mulia 5","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1114,0,5,3,"1.13.033","PSBL Harapan Sentosa 4 ","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1201,0,1,1,"1.20.389","Sekretariat Dewan Pengurus KORPRI Provinsi","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1202,0,4,4,"1.08.029","Unit Pengolahan Limbah Septictank","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1203,0,5,3,"1.02.068","Unit Penyelenggara Jaminan Pemeliharaan Kesehatan Daerah","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1204,0,1,1,"1.20.390","Badan Penanggulangan Bencana Daerah","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1205,0,4,4,"1.08.030","UPT Laboratorium Lingkungan Hidup Daerah","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1206,0,2,2,"1.15.010","Unit Pengelola Lokasi Binaan Usaha Mikro dan Kecil","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1207,0,3,2,"1.20.391","UPK Samsat Jakarta Pusat","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1208,0,3,2,"1.20.392","UPK Samsat Jakarta Utara","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1209,0,3,2,"1.20.393","UPK Samsat Jakarta Barat","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1210,0,3,2,"1.20.394","UPK Samsat Jakarta Selatan","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1211,0,3,2,"1.20.395","UPK Samsat Jakarta Timur","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1212,0,5,3,"1.02.063","RSUD Pasar Minggu","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1213,0,2,2,"1.15.011","Pusat Promosi Usaha Mikro, Kecil dan Menengah","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1214,0,2,2,"1.07.017","UPT Pusat Pengujian Kendaraan Bermotor","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1215,0,2,2,"1.07.018","UPT Terminal dan Angkutan Jalan","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1216,0,2,2,"1.07.019","UPT  Pengelola Angkutan  Perairan dan Kepelabuhan","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1217,0,2,2,"1.07.020","UPT Angkutan Sekolah","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1218,0,2,2,"1.07.021","UPT  Sistem Pengendalian Lalulintas","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
1219,0,2,2,"1.07.022","UPT Terminal Terpadu Pulo Gebang","Anggaran Belanja Tidak Langsung","Hibah Bantuan",0
3,0,1,1,"1.20.001","DPRD Propinsi","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
4,0,1,1,"1.20.002","SEKRETARIAT DPRD","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
5,0,1,1,"1.20.004","SEKRETARIAT DAERAH","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
6,0,1,1,"1.20.005","BIRO TATA PEMERINTAHAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
7,0,1,1,"1.20.006","BIRO KEPALA DAERAH DAN KERJASAMA LUAR NEGERI","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
8,0,1,1,"1.20.007","BIRO HUKUM","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
9,0,1,1,"1.20.008","BIRO ORGANISASI DAN TATA LAKSANA","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
10,0,2,2,"1.20.009","BIRO UMUM","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
12,0,2,2,"1.20.010","BIRO PEREKONOMIAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
15,0,4,4,"1.20.012","BIRO PRASARANA DAN SARANA KOTA","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
16,0,5,3,"1.20.013","BIRO KESEJAHTERAAN SOSIAL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
17,0,1,1,"1.06.001","BADAN PERENCANAAN PEMBANGUNAN DAERAH","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
18,0,1,1,"1.20.018","INSPEKTORAT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
19,0,1,1,"1.20.019","BADAN KEPEGAWAIAN DAERAH","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
20,0,1,1,"1.19.001","BADAN KESATUAN BANGSA DAN POLITIK","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
21,0,2,2,"1.16.001","BADAN PENANAMAN MODAL DAN PROMOSI","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
22,0,4,4,"1.08.003","BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
24,0,1,1,"1.20.014","SATPOL PP","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
25,0,1,1,"1.10.001","DINAS KEPENDUDUKAN DAN CATATAN SIPIL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
26,0,1,1,"1.20.015","DINAS PEMADAM KEBAKARAN DAN PENANGGULANGAN BENCANA","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
28,0,2,2,"1.15.001","DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, DAN PERDAGANGAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
33,0,3,2,"1.20.017","DINAS PELAYANAN PAJAK","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
34,0,4,4,"1.03.001","DINAS PEKERJAAN UMUM","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
37,0,4,4,"1.05.001","DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
40,0,2,2,"1.07.008","DINAS PERHUBUNGAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
41,0,4,4,"1.08.004","DINAS KEBERSIHAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
45,0,5,3,"1.02.001","DINAS KESEHATAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
46,0,5,3,"1.02.005","BLUD RS Koja","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
47,0,5,3,"1.02.006","BLUD RS Tarakan","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
48,0,5,3,"1.02.008","BLUD RS Pasar Rebo","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
49,0,5,3,"1.02.009","BLUD RS Budhi Asih","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
50,0,5,3,"1.02.010","BLUD RS Duren Sawit","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
51,0,5,3,"1.02.007","BLUD RS Cengkareng","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
52,0,5,3,"1.02.002","BLUD Laboratorium Kesehatan Daerah","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
53,0,5,3,"1.13.001","DINAS SOSIAL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
54,0,5,3,"1.18.002","DINAS OLAH RAGA DAN PEMUDA","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
56,0,2,2,"1.14.001","DINAS TENAGA KERJA DAN TRANSMIGRASI","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
57,0,1,1,"1.20.020","BADAN PENDIDIKAN DAN PELATIHAN","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
60,0,2,2,"1.08.027","BLUD Taman Margasatwa Ragunan","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
65,0,5,3,"1.20.016","BIRO PENDIDIKAN DAN MENTAL SPIRITUAL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
66,0,2,2,"1.16.002","BLUD Pengelola Kawasan PPUMKMP Pulo Gadung","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
67,0,2,2,"1.07.010","UPT Pengelola Perparkiran","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
68,1,1,1,"1.20.021","Kota Administrasi Jakarta Pusat","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
69,1,1,1,"1.06.002","Kantor Perencanaan Pembangunan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
70,1,1,1,"1.20.077","Inspektorat Pembantu - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
71,1,1,1,"1.19.002","Kantor Kesatuan Bangsa dan Politik - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
72,1,4,4,"1.08.006","Kantor Lingkungan Hidup - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
73,1,5,3,"1.22.002","Kantor Pemberdayaan Masyarakat dan Perempuan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
74,1,1,1,"1.20.359","Satpol PP - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
75,1,1,1,"1.10.002","Sudin Kependudukan dan Catatan Sipil - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
76,1,1,1,"1.20.076","Sudin Pemadam Kebakaran dan Penanggulangan Bencana - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
78,1,2,2,"1.15.003","Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
81,1,2,2,"1.21.008","Sudin Pertanian dan Peternakan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
82,1,2,2,"1.17.017","Sudin Pariwisata - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
83,1,3,2,"1.20.075","Sudin Pelayanan Pajak I - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
84,1,3,2,"1.20.374","Sudin Pelayanan Pajak II - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
85,1,4,4,"1.03.002","Sudin PU Jalan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
86,1,4,4,"1.03.003","Sudin PU Tata Air - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
89,1,4,4,"1.05.003","Sudin Pengawasan dan Penertiban Bangunan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
90,1,4,4,"1.08.021","Sudin Pertamanan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
92,1,2,2,"1.07.011","Sudin Perhubungan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
93,1,4,4,"1.08.007","Sudin Kebersihan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
94,1,5,3,"1.01.010","Sudin Pendidikan Dasar - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
95,1,5,3,"1.01.021","Sudin Pendidikan Menengah  - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
97,1,5,3,"1.02.013","BLUD Puskesmas Kec. Tanah Abang - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
98,1,5,3,"1.02.014","BLUD Puskesmas Kec. Menteng - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
99,1,5,3,"1.02.015","BLUD Puskesmas Kec. Senen - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
100,1,5,3,"1.02.016","BLUD Puskesmas Kec. Cempaka Putih - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
101,1,5,3,"1.02.017","BLUD Puskesmas Kec. Johar Baru - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
102,1,5,3,"1.02.018","BLUD Puskesmas Kec. Kemayoran - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
103,1,5,3,"1.02.019","BLUD Puskesmas Kec. Sawah Besar - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
104,1,5,3,"1.02.020","BLUD Puskesmas Kec. Gambir - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
106,1,5,3,"1.13.027","Sudin Sosial - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
107,1,5,3,"1.18.008","Sudin Olah Raga dan Pemuda - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
108,1,2,2,"1.17.015","Sudin Kebudayaan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
109,1,2,2,"1.14.012","Sudin Tenaga Kerja dan Transmigrasi - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
110,1,1,1,"1.25.002","Sudin Komunikasi, Informatika dan Kehumasan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
112,1,4,4,"1.05.014","Sudin Perizinan Bangunan - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
113,1,4,4,"1.08.005","Sudin Pemakaman - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
114,1,5,3,"1.26.002","Kantor Perpustakaan dan Arsip Daerah - JAKPUS","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
115,2,1,1,"1.20.078","Kota Administrasi Jakarta Utara","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
116,2,1,1,"1.06.003","Kantor Perencanaan Pembangunan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
117,2,1,1,"1.20.119","Inspektorat Pembantu - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
118,2,1,1,"1.19.003","Kantor Kesatuan Bangsa dan Politik - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
119,2,4,4,"1.08.009","Kantor Lingkungan Hidup - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
120,2,5,3,"1.22.003","Kantor Pemberdayaan Masyarakat dan Perempuan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
121,2,1,1,"1.20.360","Satpol PP - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
122,2,1,1,"1.10.003","Sudin Kependudukan dan Catatan Sipil - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
123,2,1,1,"1.20.118","Sudin Pemadam Kebakaran dan Penanggulangan Bencana - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
125,2,2,2,"1.15.004","Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
127,2,2,2,"2.05.010","Sudin Peternakan, Perikanan dan Kelautan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
128,2,2,2,"1.21.009","Sudin Pertanian dan Kehutanan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
129,2,2,2,"1.17.020","Sudin Pariwisata - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
130,2,3,2,"1.20.117","Sudin Pelayanan Pajak I - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
131,2,3,2,"1.20.375","Sudin Pelayanan Pajak II - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
132,2,4,4,"1.03.004","Sudin PU Jalan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
133,2,4,4,"1.03.005","Sudin PU Tata Air - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
136,2,4,4,"1.05.005","Sudin Pengawasan dan Penertiban Bangunan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
137,2,4,4,"1.08.022","Sudin Pertamanan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
139,2,2,2,"1.07.012","Sudin Perhubungan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
140,2,4,4,"1.08.010","Sudin Kebersihan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
141,2,5,3,"1.01.011","Sudin Pendidikan Dasar - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
142,2,5,3,"1.01.022","Sudin Pendidikan Menengah   - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
144,2,5,3,"1.02.022","BLUD Puskesmas Kec. Penjaringan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
145,2,5,3,"1.02.023","BLUD Puskesmas Kec. Pademangan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
146,2,5,3,"1.02.024","BLUD Puskesmas Kec. Tanjung Priok - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
147,2,5,3,"1.02.025","BLUD Puskesmas Kec. Koja - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
148,2,5,3,"1.02.026","BLUD Puskesmas Kec. Kelapa Gading - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
149,2,5,3,"1.02.027","BLUD Puskesmas Kec. Cilincing - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
151,2,5,3,"1.13.028","Sudin Sosial - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
152,2,5,3,"1.18.010","Sudin Olah Raga dan Pemuda - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
153,2,2,2,"1.17.018","Sudin Kebudayaan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
154,2,2,2,"1.14.013","Sudin Tenaga Kerja dan Transmigrasi - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
155,2,1,1,"1.25.003","Sudin Komunikasi, Informatika dan Kehumasan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
157,2,4,4,"1.05.015","Sudin Perizinan Bangunan - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
158,2,4,4,"1.08.008","Sudin Pemakaman - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
159,2,5,3,"1.26.003","Kantor Perpustakaan dan Arsip Daerah - JAKUT","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
160,3,1,1,"1.20.120","Kota Administrasi Jakarta Barat","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
161,3,1,1,"1.06.004","Kantor Perencanaan Pembangunan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
162,3,1,1,"1.20.365","Inspektorat Pembantu - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
163,3,1,1,"1.19.004","Kantor Kesatuan Bangsa dan Politik - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
164,3,4,4,"1.08.012","Kantor Lingkungan Hidup - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
165,3,5,3,"1.22.004","Kantor Pemberdayaan Masyarakat dan Perempuan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
166,3,1,1,"1.20.361","Satpol PP - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
167,3,1,1,"1.10.004","Sudin Kependudukan dan Catatan Sipil - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
168,3,1,1,"1.20.187","Sudin Pemadam Kebakaran dan Penanggulangan Bencana - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
170,3,2,2,"1.15.005","Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
172,3,2,2,"2.05.011","Sudin Peternakan dan Perikanan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
173,3,2,2,"1.21.010","Sudin Pertanian dan Kehutanan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
174,3,2,2,"1.17.023","Sudin Pariwisata - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
175,3,3,2,"1.20.186","Sudin Pelayanan Pajak I - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
176,3,3,2,"1.20.376","Sudin Pelayanan Pajak II - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
177,3,4,4,"1.03.006","Sudin PU Jalan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
178,3,4,4,"1.03.007","Sudin PU Tata Air - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
181,3,4,4,"1.05.007","Sudin Pengawasan dan Penertiban Bangunan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
182,3,4,4,"1.08.023","Sudin Pertamanan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
184,3,2,2,"1.07.013","Sudin Perhubungan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
185,3,4,4,"1.08.013","Sudin Kebersihan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
186,3,5,3,"1.01.012","Sudin Pendidikan Dasar - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
187,3,5,3,"1.01.023","Sudin Pendidikan Menengah - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
189,3,5,3,"1.02.029","BLUD Puskesmas Kec. Kebon Jeruk - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
190,3,5,3,"1.02.030","BLUD Puskesmas Kec. Kembangan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
191,3,5,3,"1.02.031","BLUD Puskesmas Kec. Cengkareng - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
192,3,5,3,"1.02.032","BLUD Puskesmas Kec. Kalideres - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
193,3,5,3,"1.02.033","BLUD Puskesmas Kec. Grogol Petamburan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
194,3,5,3,"1.02.034","BLUD Puskesmas Kec. Pal Merah - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
195,3,5,3,"1.02.035","BLUD Puskesmas Kec. Tambora - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
196,3,5,3,"1.02.036","BLUD Puskesmas Kec. Taman Sari - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
198,3,5,3,"1.13.029","Sudin Sosial - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
199,3,5,3,"1.18.012","Sudin Olah Raga dan Pemuda - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
200,3,2,2,"1.17.021","Sudin Kebudayaan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
201,3,2,2,"1.14.014","Sudin Tenaga Kerja dan Transmigrasi - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
202,3,1,1,"1.25.004","Sudin Komunikasi, Informatika dan Kehumasan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
204,3,4,4,"1.05.016","Sudin Perizinan Bangunan - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
205,3,4,4,"1.08.011","Sudin Pemakaman - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
206,3,5,3,"1.26.004","Kantor Perpustakaan dan Arsip Daerah - JAKBAR","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
207,4,1,1,"1.20.190","Kota Administrasi Jakarta Selatan","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
208,4,1,1,"1.06.005","Kantor Perencanaan Pembangunan - JAKSEL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
209,4,1,1,"1.20.188","Inspektorat Pembantu - JAKSEL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
210,4,1,1,"1.19.005","Kantor Kesatuan Bangsa dan Politik - JAKSEL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
211,4,4,4,"1.08.015","Kantor Lingkungan Hidup - JAKSEL","Anggaran Belanja Tidak Langsung","Tidak Terduga",0
